run_id,algorithm,d,density,n_samples,ds,dp,runtime_sec,graph_seed,noise_seed,status,error_message
26,boss,4,0.2,50,0.0,0.0,0.010126668028533459,4060090032,2663796491,ok,
27,pc,4,0.2,50,0.0,0.0,0.017641057958826423,1501564775,4273906945,ok,
27,ges,4,0.2,50,1.0,0.0,0.01215435704216361,1501564775,4273906945,ok,
27,boss,4,0.2,50,0.0,0.0,0.016321039060130715,1501564775,4273906945,ok,
28,pc,4,0.2,50,0.0,0.0,0.018753090174868703,2593116994,4075682048,ok,
28,ges,4,0.2,50,0.0,0.0,0.019258168060332537,2593116994,4075682048,ok,
28,boss,4,0.2,50,0.0,0.0,0.01802272698841989,2593116994,4075682048,ok,
29,pc,4,0.2,50,0.0,0.0,0.017260467167943716,70145127,1975878827,ok,
29,ges,4,0.2,50,1.0,0.0,0.01472083805128932,70145127,1975878827,ok,
29,boss,4,0.2,50,0.0,0.0,0.016442073043435812,70145127,1975878827,ok,
30,pc,4,0.2,50,0.0,0.0,0.01715597789734602,3586103836,3254420608,ok,
30,ges,4,0.2,50,0.0,0.0,0.01763235591351986,3586103836,3254420608,ok,
30,boss,4,0.2,50,1.0,0.0,0.016054247971624136,3586103836,3254420608,ok,
31,pc,4,0.2,50,1.0,0.0,0.01283695106394589,1750158017,2136414208,ok,
31,ges,4,0.2,50,1.0,1.0,0.011819501873105764,1750158017,2136414208,ok,
31,boss,4,0.2,50,0.0,0.0,0.01740804687142372,1750158017,2136414208,ok,
32,pc,4,0.2,50,1.0,0.0,0.018188260030001402,1804924957,2273378416,ok,
32,ges,4,0.2,50,2.0,0.0,0.014176388969644904,1804924957,2273378416,ok,
32,boss,4,0.2,50,0.0,0.0,0.017410102067515254,1804924957,2273378416,ok,
33,pc,4,0.2,50,0.0,0.0,0.011003131978213787,988905425,3374923885,ok,
33,ges,4,0.2,50,0.0,0.0,0.011119525879621506,988905425,3374923885,ok,
33,boss,4,0.2,50,0.0,0.0,0.009940600953996181,988905425,3374923885,ok,
34,pc,4,0.2,50,1.0,1.0,0.011004046071320772,333758284,1780933311,ok,
34,ges,4,0.2,50,1.0,0.0,0.01136830379255116,333758284,1780933311,ok,
34,boss,4,0.2,50,1.0,0.0,0.01771739195100963,333758284,1780933311,ok,
35,pc,4,0.2,50,0.0,0.0,0.010869957972317934,1210583380,3154582919,ok,
35,ges,4,0.2,50,1.0,0.0,0.012201719917356968,1210583380,3154582919,ok,
35,boss,4,0.2,50,1.0,0.0,0.009583523962646723,1210583380,3154582919,ok,
36,pc,4,0.2,50,0.0,0.0,0.013655960094183683,3218193835,3054335402,ok,
36,ges,4,0.2,50,0.0,0.0,0.014062904985621572,3218193835,3054335402,ok,
36,boss,4,0.2,50,0.0,0.0,0.012961527099832892,3218193835,3054335402,ok,
37,pc,4,0.2,50,0.0,0.0,0.014697140082716942,3970562664,4003165870,ok,
37,ges,4,0.2,50,0.0,0.0,0.014131637988612056,3970562664,4003165870,ok,
37,boss,4,0.2,50,0.0,0.0,0.012963676126673818,3970562664,4003165870,ok,
38,pc,4,0.2,50,0.0,0.0,0.01814373000524938,793061391,493631900,ok,
38,ges,4,0.2,50,0.0,0.0,0.01898870593868196,793061391,493631900,ok,
38,boss,4,0.2,50,0.0,0.0,0.017410072963684797,793061391,493631900,ok,
39,pc,4,0.2,50,0.0,0.0,0.017194811021909118,568482946,3131096085,ok,
39,ges,4,0.2,50,1.0,0.0,0.011687869904562831,568482946,3131096085,ok,
39,boss,4,0.2,50,0.0,0.0,0.01631131418980658,568482946,3131096085,ok,
40,pc,4,0.2,50,1.0,0.0,0.02231023204512894,4167506852,3983255441,ok,
40,ges,4,0.2,50,2.0,0.0,0.02495424309745431,4167506852,3983255441,ok,
40,boss,4,0.2,50,0.0,0.0,0.021382778184488416,4167506852,3983255441,ok,
41,pc,4,0.2,50,0.0,0.0,0.010953787947073579,2870073558,4157211329,ok,
41,ges,4,0.2,50,0.0,0.0,0.011203274829313159,2870073558,4157211329,ok,
41,boss,4,0.2,50,0.0,0.0,0.010013279039412737,2870073558,4157211329,ok,
42,pc,4,0.2,50,0.0,0.0,0.017175570828840137,3742048738,63163097,ok,
42,ges,4,0.2,50,0.0,0.0,0.017601112835109234,3742048738,63163097,ok,
42,boss,4,0.2,50,0.0,0.0,0.01644412102177739,3742048738,63163097,ok,
43,pc,4,0.2,50,0.0,0.0,0.017264842055737972,512118427,3709305942,ok,
43,ges,4,0.2,50,0.0,0.0,0.0175973461009562,512118427,3709305942,ok,
43,boss,4,0.2,50,0.0,0.0,0.016422492917627096,512118427,3709305942,ok,
44,pc,4,0.2,50,1.0,1.0,0.010839810129255056,353727752,4214200607,ok,
44,ges,4,0.2,50,1.0,0.0,0.011450809892266989,353727752,4214200607,ok,
44,boss,4,0.2,50,0.0,0.0,0.012918075080960989,353727752,4214200607,ok,
45,pc,4,0.2,50,0.0,0.0,0.010692866053432226,3553548098,4111186415,ok,
45,ges,4,0.2,50,0.0,0.0,0.011138059897348285,3553548098,4111186415,ok,
45,boss,4,0.2,50,0.0,0.0,0.00995806884020567,3553548098,4111186415,ok,
46,pc,4,0.2,50,0.0,0.0,0.01810192409902811,1547573342,638936566,ok,
46,ges,4,0.2,50,0.0,0.0,0.018602131167426705,1547573342,638936566,ok,
46,boss,4,0.2,50,0.0,0.0,0.017448115861043334,1547573342,638936566,ok,
47,pc,4,0.2,50,0.0,0.0,0.018838782096281648,2219916895,4177408945,ok,
47,ges,4,0.2,50,0.0,0.0,0.019250900950282812,2219916895,4177408945,ok,
47,boss,4,0.2,50,0.0,0.0,0.018039033049717546,2219916895,4177408945,ok,
48,pc,4,0.2,50,0.0,0.0,0.010761894984170794,1577207395,3822244106,ok,
48,ges,4,0.2,50,0.0,0.0,0.011333670001477003,1577207395,3822244106,ok,
48,boss,4,0.2,50,1.0,0.0,0.009624484926462173,1577207395,3822244106,ok,
49,pc,4,0.2,50,0.0,0.0,0.022252488182857633,1648545588,3532068693,ok,
49,ges,4,0.2,50,0.0,0.0,0.022972165141254663,1648545588,3532068693,ok,
49,boss,4,0.2,50,0.0,0.0,0.021390927024185658,1648545588,3532068693,ok,
0,pc,4,0.2,100,0.0,0.0,0.022290949011221528,986036104,2061532434,ok,
0,ges,4,0.2,100,0.0,0.0,0.022634760942310095,986036104,2061532434,ok,
0,boss,4,0.2,100,0.0,0.0,0.02140546008013189,986036104,2061532434,ok,
1,pc,4,0.2,100,0.0,0.0,0.01904026698321104,1403794317,998034089,ok,
1,ges,4,0.2,100,0.0,0.0,0.019424594938755035,1403794317,998034089,ok,
1,boss,4,0.2,100,0.0,0.0,0.01812031795270741,1403794317,998034089,ok,
2,pc,4,0.2,100,0.0,0.0,0.01832372206263244,3834058319,3444050859,ok,
2,ges,4,0.2,100,1.0,1.0,0.013522204011678696,3834058319,3444050859,ok,
2,boss,4,0.2,100,0.0,0.0,0.017449707025662065,3834058319,3444050859,ok,
3,pc,4,0.2,100,0.0,0.0,0.011054948903620243,599818472,3966531832,ok,
3,ges,4,0.2,100,0.0,0.0,0.01113601983524859,599818472,3966531832,ok,
3,boss,4,0.2,100,0.0,0.0,0.009970069164410233,599818472,3966531832,ok,
4,pc,4,0.2,100,0.0,0.0,0.01729103596881032,4170292568,1143020814,ok,
4,ges,4,0.2,100,0.0,0.0,0.017607450019568205,4170292568,1143020814,ok,
4,boss,4,0.2,100,0.0,0.0,0.01645128708332777,4170292568,1143020814,ok,
5,pc,4,0.2,100,0.0,0.0,0.013799038017168641,1831486973,2314705654,ok,
